months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
160,37,OH,500/1000,500,1374.22,0,FEMALE,MD,craft-repair,yachting,other-relative,45500,-37800,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,19,1,YES,1,0,NO,72930,6630,13260,53040,Accura,2015,N
101,32,IL,250/500,500,895.14,0,MALE,JD,sales,video-games,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,4,1,?,0,3,YES,43600,8720,4360,30520,Suburu,2010,N
255,43,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,14,2,?,2,2,?,74700,7470,14940,52290,Nissan,2007,Y
27,28,IN,100/300,2000,1371.78,0,MALE,JD,farming-fishing,polo,other-relative,0,-32500,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,10,3,?,0,2,YES,53600,5360,10720,37520,Audi,2015,Y
222,40,IL,100/300,1000,1226.78,0,MALE,JD,armed-forces,camping,unmarried,49600,-49200,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,17,2,YES,2,0,?,81500,16300,8150,57050,BMW,2013,N
478,63,IL,250/500,1000,1292.3,0,MALE,High School,adm-clerical,paintball,own-child,47600,0,Parked Car,?,Minor Damage,,VA,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,2007,Y
148,36,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,2009,N
398,55,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,18,1,?,1,3,YES,36740,3340,6680,26720,BMW,1998,Y
79,25,OH,500/1000,500,1863.04,0,FEMALE,Associate,priv-house-serv,paintball,not-in-family,53400,-35200,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,0,1,NO,2,1,?,67800,13560,6780,47460,Mercedes,1995,N
90,31,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,2,1,YES,1,0,YES,75790,13780,6890,55120,Accura,2007,N
138,30,OH,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,reading,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,0,1,?,2,2,NO,83160,6930,13860,62370,Volkswagen,2011,N
31,32,IL,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,hiking,wife,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,10,1,?,2,0,?,63600,5300,10600,47700,Audi,1997,Y
63,24,OH,250/500,2000,1620.89,0,FEMALE,High School,handlers-cleaners,movies,other-relative,0,0,Vehicle Theft,?,Minor Damage,Police,NC,7,1,NO,2,0,NO,6120,1020,1020,4080,Toyota,2015,N
195,37,IL,100/300,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,2002,Y
101,33,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,reading,own-child,52000,-44500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,20,3,NO,1,3,?,54240,9040,9040,36160,Saab,2013,Y
32,38,IL,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,polo,unmarried,0,0,Parked Car,?,Trivial Damage,Police,NC,22,1,YES,0,0,NO,2640,440,440,1760,Honda,2015,N
223,43,OH,500/1000,500,1235.1,0,FEMALE,Masters,tech-support,exercise,not-in-family,66400,-34400,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,14,1,NO,2,1,NO,54400,5440,5440,43520,BMW,2011,N
128,30,OH,100/300,1000,1061.33,0,MALE,MD,machine-op-inspct,movies,own-child,43300,-66200,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,8,1,NO,0,3,NO,68530,12460,6230,49840,Audi,1997,N
126,30,IL,500/1000,2000,916.13,0,MALE,College,sales,golf,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,16,3,YES,2,0,NO,74160,6180,12360,55620,Mercedes,2002,N
246,44,OH,250/500,2000,1649.18,0,MALE,College,farming-fishing,base-jumping,other-relative,0,-58600,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,18,1,YES,1,2,YES,61380,11160,5580,44640,Honda,2009,Y
64,28,IL,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,9,3,NO,2,1,NO,60000,5000,10000,45000,Honda,1997,N
65,29,OH,250/500,2000,1441.6,5000000,FEMALE,MD,sales,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,21,3,YES,0,0,?,62900,6290,12580,44030,Jeep,1998,N
253,43,IL,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000,Vehicle Theft,?,Trivial Damage,Police,NY,9,1,NO,0,1,?,3840,640,640,2560,Chevrolet,2014,N
293,49,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,19,1,?,1,1,?,57310,5210,10420,41680,Volkswagen,2002,N
315,44,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,reading,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,12,3,?,1,0,YES,26730,4860,4860,17010,Volkswagen,2006,N
409,57,IN,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,exercise,unmarried,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,19,1,NO,1,0,?,73320,6110,12220,54990,Ford,2012,N
260,46,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,2005,N
225,39,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,paintball,other-relative,83900,-52100,Parked Car,?,Trivial Damage,,SC,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,2011,N
298,45,IL,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,yachting,unmarried,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,18,3,NO,0,0,NO,64000,12800,6400,44800,Saab,1999,N
165,32,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,exercise,own-child,70500,0,Parked Car,?,Minor Damage,Police,PA,9,1,?,2,0,?,3960,330,660,2970,BMW,1998,N
257,43,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,2006,N
448,57,IL,100/300,2000,1376.16,0,FEMALE,PhD,tech-support,hiking,own-child,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,10,3,NO,2,1,?,47760,5970,5970,35820,Suburu,2013,Y
197,41,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,1997,Y
144,36,IN,500/1000,2000,1255.68,6000000,FEMALE,Associate,sales,reading,other-relative,23600,-15600,Parked Car,?,Minor Damage,,NC,7,1,NO,0,0,?,7400,740,1480,5180,Dodge,2014,N
261,45,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,other-relative,0,-45100,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,16,1,YES,0,1,?,62590,11380,11380,39830,Volkswagen,2003,N
324,46,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,board-games,wife,0,-41300,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,13,1,?,1,0,YES,79600,15920,15920,47760,Jeep,2011,N
290,45,OH,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,2001,Y
191,33,OH,500/1000,2000,1551.61,0,MALE,High School,armed-forces,movies,unmarried,45000,-30400,Vehicle Theft,?,Minor Damage,,WV,3,1,YES,1,1,NO,2250,250,250,1750,Toyota,2005,N
96,30,OH,100/300,500,1399.27,6000000,MALE,College,prof-specialty,hiking,wife,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,22,1,?,0,0,YES,53440,0,6680,46760,Ford,2004,N
247,39,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,Vehicle Theft,?,Trivial Damage,Police,WV,5,1,YES,1,2,?,7700,770,1540,5390,Saab,2000,N
148,30,OH,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,4,3,NO,2,2,NO,32480,4060,4060,24360,Dodge,1997,N
110,33,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,19,1,?,2,3,NO,55200,13800,9200,32200,Saab,2015,Y
182,38,OH,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,18,1,?,2,3,YES,89650,8150,16300,65200,Dodge,2005,N
241,45,IL,500/1000,2000,1104.5,0,FEMALE,PhD,machine-op-inspct,basketball,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,5,1,NO,2,2,NO,91650,14100,14100,63450,Accura,2011,N
134,36,OH,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,17,3,NO,2,0,YES,77200,9650,9650,57900,Ford,1996,N
103,29,OH,500/1000,500,914.85,0,MALE,Associate,prof-specialty,base-jumping,other-relative,72100,0,Parked Car,?,Minor Damage,Police,OH,5,1,NO,2,3,NO,7110,790,1580,4740,Accura,2005,N
360,51,IL,250/500,1000,1152.12,0,MALE,PhD,armed-forces,hiking,not-in-family,0,-62400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,15,3,NO,2,0,YES,90480,15080,15080,60320,BMW,2000,N
41,33,OH,250/500,500,1294.41,0,MALE,High School,transport-moving,sleeping,husband,0,0,Vehicle Theft,?,Minor Damage,,NC,8,1,YES,0,0,?,8970,1380,1380,6210,Dodge,2011,N
193,40,OH,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,23,3,?,2,1,YES,64260,0,14280,49980,Ford,1999,N
220,42,IN,100/300,1000,1281.72,0,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,20,4,NO,0,2,YES,47740,4340,4340,39060,Honda,2005,N
381,55,OH,500/1000,500,1459.99,0,FEMALE,MD,other-service,chess,wife,35900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,2011,N
222,42,IL,250/500,500,1124.6,0,MALE,Associate,armed-forces,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,23,3,YES,0,0,?,51740,11940,7960,31840,Jeep,2006,N
242,44,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,1999,Y
22,29,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,14,1,?,2,3,?,70800,7080,14160,49560,Accura,2012,Y
254,41,IL,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,8,1,YES,2,2,NO,63470,5770,11540,46160,BMW,1999,N
458,62,IL,500/1000,2000,1356.92,5000000,MALE,Associate,handlers-cleaners,base-jumping,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,2,1,?,0,1,YES,46980,5220,5220,36540,Audi,1998,N
342,53,IN,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,12,1,?,0,0,NO,80960,14720,7360,58880,Accura,2000,N
228,42,IN,250/500,2000,1197.22,5000000,MALE,MD,machine-op-inspct,reading,other-relative,0,0,Vehicle Theft,?,Minor Damage,Police,VA,8,1,?,0,0,?,5070,780,780,3510,Mercedes,2007,Y
276,46,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,0,-50000,Parked Car,?,Trivial Damage,Police,SC,7,1,?,0,1,NO,5940,660,660,4620,Toyota,2015,N
17,39,IL,250/500,1000,840.95,0,FEMALE,JD,adm-clerical,hiking,unmarried,32500,-80800,Parked Car,?,Trivial Damage,Police,SC,9,1,?,2,1,?,3440,430,430,2580,Suburu,2002,N
328,46,IL,500/1000,500,1314.6,0,FEMALE,MD,prof-specialty,exercise,not-in-family,24800,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,0,1,?,2,3,?,70290,12780,6390,51120,Saab,1998,Y
269,45,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,sleeping,wife,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,5,3,?,0,0,NO,24200,2200,4400,17600,Suburu,2008,N
103,33,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,exercise,own-child,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,21,1,NO,1,0,YES,76920,12820,6410,57690,Chevrolet,2002,N
3,38,OH,500/1000,1000,1310.8,0,FEMALE,Masters,craft-repair,paintball,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,20,1,YES,0,1,?,87200,17440,8720,61040,Honda,2006,N
169,38,IL,100/300,1000,1555.94,0,MALE,PhD,craft-repair,skydiving,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,2012,N
153,34,IL,250/500,500,991.39,0,MALE,High School,tech-support,paintball,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,0,3,?,1,0,NO,77770,14140,14140,49490,Nissan,2000,N
178,39,IL,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,3,3,NO,2,0,?,64680,11760,11760,41160,Jeep,2010,N
224,40,OH,100/300,2000,1291.7,0,FEMALE,JD,sales,kayaking,not-in-family,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,21,1,NO,1,0,YES,69840,7760,15520,46560,Dodge,2009,N
272,41,OH,500/1000,2000,1608.34,0,FEMALE,Associate,farming-fishing,reading,own-child,33300,-10600,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,19,1,?,1,1,?,71060,6460,12920,51680,Saab,2010,N
287,41,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,wife,0,-49000,Vehicle Theft,?,Trivial Damage,,SC,9,1,?,2,3,?,5170,470,940,3760,Suburu,2001,N
101,26,IL,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,reading,husband,0,0,Parked Car,?,Trivial Damage,,VA,4,1,?,2,2,?,3190,580,580,2030,Suburu,1995,N
45,37,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,dancing,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,2005,N
137,31,OH,250/500,2000,1340.43,0,MALE,High School,exec-managerial,paintball,husband,52700,-40600,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,6,3,NO,1,2,NO,50800,10160,10160,30480,Accura,2005,N
57,25,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,2010,N
254,40,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,23,1,?,2,2,?,53460,9720,4860,38880,Volkswagen,2009,N
360,51,IL,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,Vehicle Theft,?,Minor Damage,Police,SC,5,1,YES,2,2,?,4620,840,840,2940,Dodge,2009,Y
175,34,IN,500/1000,1000,1123.87,8000000,FEMALE,PhD,protective-serv,dancing,other-relative,0,0,Vehicle Theft,?,Trivial Damage,Police,NY,5,1,?,2,0,YES,7290,810,810,5670,Volkswagen,1995,N
219,43,IN,100/300,1000,1114.29,0,FEMALE,High School,transport-moving,polo,other-relative,51300,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,1,1,?,2,2,YES,66660,6060,6060,54540,Toyota,2006,N
47,37,IN,250/500,2000,1241.97,0,MALE,High School,other-service,movies,not-in-family,75400,0,Parked Car,?,Minor Damage,,NY,18,1,NO,1,0,NO,6700,670,670,5360,Jeep,2011,N
271,40,IL,100/300,1000,1251.65,0,FEMALE,Associate,other-service,camping,wife,71200,0,Parked Car,?,Minor Damage,,NY,6,1,NO,0,0,NO,3080,560,280,2240,Audi,2012,N
169,34,IN,100/300,500,1469.75,0,FEMALE,JD,sales,reading,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,0,1,?,0,0,YES,38700,7740,3870,27090,Volkswagen,2012,N
269,44,OH,100/300,500,1297.75,4000000,FEMALE,JD,other-service,chess,own-child,0,-41400,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,15,3,?,0,1,?,98670,15180,15180,68310,Chevrolet,2010,Y
294,46,IL,100/300,500,1532.8,0,MALE,College,prof-specialty,exercise,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,8,1,NO,0,3,YES,65780,11960,11960,41860,Mercedes,2013,N
213,35,OH,250/500,500,871.46,0,MALE,MD,tech-support,movies,husband,58500,-77700,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,13,1,YES,2,0,YES,74140,13480,6740,53920,Ford,2007,N
160,33,IL,500/1000,1000,1422.78,0,FEMALE,High School,exec-managerial,exercise,husband,61600,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,17,3,?,2,3,YES,52800,5280,5280,42240,Nissan,2006,N
238,43,OH,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,chess,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,21,4,NO,0,0,NO,42700,4270,4270,34160,Saab,1995,Y
156,32,IL,250/500,500,1479.48,0,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,15,1,YES,1,3,YES,74690,6790,13580,54320,Dodge,2008,Y
320,48,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,1995,N
119,27,IN,250/500,2000,1097.64,0,MALE,High School,transport-moving,video-games,other-relative,27100,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,16,2,NO,1,0,?,63720,7080,21240,35400,Accura,2006,N
162,35,IL,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,2001,N
43,38,OH,500/1000,1000,1601.47,0,MALE,PhD,handlers-cleaners,skydiving,other-relative,64400,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,1,3,YES,2,2,?,61650,6850,6850,47950,Nissan,2006,N
289,46,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,chess,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,18,1,YES,0,1,YES,56430,6270,6270,43890,BMW,1995,Y
200,40,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,other-relative,45300,-20400,Vehicle Theft,?,Minor Damage,Police,VA,9,1,?,0,0,NO,3690,410,410,2870,Ford,2015,N
362,55,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,1998,N
144,35,IL,100/300,500,1427.46,0,MALE,High School,machine-op-inspct,cross-fit,wife,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,3,3,?,0,0,?,87900,17580,8790,61530,Dodge,1995,N
84,32,IL,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,0,1,YES,0,2,?,57240,4770,9540,42930,BMW,1995,Y
250,43,IL,500/1000,2000,1539.06,0,MALE,Masters,sales,exercise,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,2,1,NO,0,3,?,64200,10700,10700,42800,Ford,2002,N
458,61,IN,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,18,1,NO,2,1,NO,56340,6260,6260,43820,Volkswagen,2003,N
275,40,OH,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,camping,unmarried,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,17,1,?,1,3,YES,43230,7860,7860,27510,Chevrolet,2001,N
194,39,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,3,3,?,2,2,NO,61500,6150,12300,43050,Dodge,2012,N
280,45,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,wife,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,1999,N
218,43,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,18,1,?,1,3,YES,68200,13640,6820,47740,Dodge,2003,Y
147,31,IN,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,4,1,?,0,0,?,68240,8530,0,59710,Toyota,2013,Y
205,42,IL,100/300,2000,1387.7,4000000,FEMALE,High School,priv-house-serv,skydiving,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,19,1,NO,2,1,NO,86130,15660,15660,54810,Chevrolet,1995,N
132,32,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,reading,wife,43100,-31900,Vehicle Theft,?,Minor Damage,Police,SC,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,2005,N
157,31,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,reading,own-child,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,2,4,NO,2,2,NO,47700,4770,9540,33390,Accura,2011,Y
259,43,IL,100/300,500,947.75,0,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-39300,Vehicle Theft,?,Trivial Damage,Police,SC,15,1,NO,1,3,NO,7680,1280,640,5760,Audi,2008,N
1,33,IL,250/500,500,903.32,0,FEMALE,High School,transport-moving,yachting,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,1,3,?,1,0,?,31700,6340,3170,22190,Toyota,2006,N
328,48,OH,250/500,1000,1406.91,0,MALE,MD,craft-repair,sleeping,husband,53300,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,5,1,YES,1,2,YES,71610,6510,13020,52080,Saab,2004,Y
163,33,IN,100/300,500,1240.47,0,FEMALE,Associate,other-service,polo,husband,35300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NC,11,3,YES,1,1,?,77110,0,14020,63090,Honda,2014,N
199,38,IL,250/500,1000,1281.25,0,FEMALE,High School,tech-support,movies,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,6,1,?,0,2,NO,44440,8080,4040,32320,BMW,2007,Y
27,28,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,camping,wife,0,0,Parked Car,?,Trivial Damage,Police,WV,4,1,?,2,0,?,3200,400,400,2400,Jeep,2012,N
211,35,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,1,1,YES,1,1,?,42000,7000,7000,28000,BMW,2011,N
380,53,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,Parked Car,?,Trivial Damage,Police,NC,23,1,NO,0,3,NO,5700,570,570,4560,Saab,2001,N
79,26,IL,100/300,500,1451.62,0,MALE,Associate,tech-support,kayaking,not-in-family,0,-55700,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,19,1,NO,2,2,?,40000,8000,4000,28000,BMW,2010,N
147,37,OH,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,2,2,NO,1,2,NO,53680,9760,4880,39040,Accura,2004,N
32,26,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,polo,not-in-family,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,16,1,?,1,2,?,45500,9100,4550,31850,Toyota,2009,N
88,30,IN,100/300,1000,1437.88,0,FEMALE,College,transport-moving,reading,husband,42800,-51200,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,3,1,NO,2,0,YES,56000,14000,0,42000,Chevrolet,2003,N
274,46,OH,500/1000,1000,1372.18,0,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,22,3,NO,1,3,?,90600,15100,15100,60400,BMW,2009,N
62,28,IL,100/300,1000,988.45,0,FEMALE,Masters,protective-serv,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,3,1,?,1,1,YES,60200,6020,6020,48160,Suburu,2004,Y
